Date,User,Tweet,newTweet,newTweet1,tokens
2014-01-01 12:54:21+00:00,thekiranbedi,(To all who contributed to the struggle in any form)@vednow: President signs Lok Pal bill. @PTI_News @thekiranbedi CONGRATS TO U AND #ANNA”,contributed struggle form vednow President signs Lok Pal bill PTI_News thekiranbedi CONGRATS U ANNA,contributed struggle form vednow President signs Lok Pal bill PTI_News thekiranbedi CONGRATS U ANNA,contribute struggle form vednow president sign lok pal pti news thekiranbedi congrats anna
2014-01-01 12:53:18+00:00,thekiranbedi,Congratulations India!The country finally gets the Lokpal.The President has signed it. Now rules are awaited. Best gift received today!,Congratulations India country finally gets Lokpal President signed rules awaited Best gift received today,Congratulations India country finally gets Lokpal President signed rules awaited Best gift received today,congratulations india country finally get lokpal president sign rule await best gift receive today
2014-01-01 12:39:03+00:00,thekiranbedi,(If this happens it wil give UP some space from BABUS)  UP`s new top cop favours commissioner system of policing: http://t.co/322TRa77pp,happens give space BABUS new top cop favours commissioner system policing http co 322TRa77pp,happens give space BABUS new top cop favours commissioner system policing co 322TRa77pp,happen space babus new cop favour commissioner police trapp
2014-01-01 11:10:09+00:00,thekiranbedi,@sjain_13 @ChouhanShivraj also report to their Lokayukta.,सज ए _13 च ह नश वरज Also report Lokayukta,सज ए _13 च ह नश वरज Also report Lokayukta,वरज report lokayukta
2014-01-01 08:01:41+00:00,thekiranbedi,(It's in a hurry. Because its not secure! It's on an election mode) @mmdvv: what r your comments on d working style of new govt in Delhi ?,hurry secure election mode mmdvv r comments working style new govt Delhi,hurry secure election mode mmdvv r comments working style new govt Delhi,hurry secure election mode mmdvv comment work style new govt delh
2014-01-01 07:29:34+00:00,thekiranbedi,"2014 must also see Industry setting up a formal code of conduct: An accreditation program,for guaranteed compliance for future of industry!",2014 must also see Industry setting formal code conduct accreditation program guaranteed compliance future industry,2014 must also see Industry setting formal code conduct accreditation program guaranteed compliance future industry,industry set formal code conduct accreditation program guarantee compliance future industry
2014-01-01 05:00:55+00:00,thekiranbedi,"Will 2014 be conventionally stable,progressive,accountable&amp;farsighted or will it be disruptive,cynical,halting,symbolic and short-sighted?",2014 conventionally stable progressive accountable farsighted disruptive cynical halting symbolic short sighted,2014 conventionally stable progressive accountable farsighted disruptive cynical halting symbolic short sighted,conventionally stable progressive accountable farsighted disruptive cynical halt symbolic short sight
2014-01-01 04:36:55+00:00,thekiranbedi,"I am at a place I want to be,and know! Had I been a fence sitter I wld not have been in IPS,besides being with Anna! @KailashChandOBE",place want know fence sitter wld IPS besides Anna KailashChandOBE,place want know fence sitter wld IPS besides Anna KailashChandOBE,place want know fence sitter wld ips anna kailashchandobe
2014-01-01 03:21:30+00:00,thekiranbedi,"'We the People have made it to finals in 2014! Now India to win,each Indian needs to play his/her respective role right! Focus on good Karma",People made finals 2014 India win Indian needs play respective role right Focus good Karma,People made finals 2014 India win Indian needs play respective role right Focus good Karma,people finals india win indian need play respective role right focus good karma
2013-12-31 18:43:17+00:00,thekiranbedi,Thanku U. Happy New Year)@prashantwa:@narendramodi @theprudent @DinTri @BJP4India @vinod_sharma @ShashiTharoor @ianuragthakur @AnupamPkher,Thank happy new year,Thank happy new year,thank happy new year
2013-12-31 18:26:20+00:00,thekiranbedi,Bye Bye 2013. Hello 2014.Harbinger of change for a better India of billion+! Awake and aspirational! God be bountiful! And we be responsible,Bye Bye 2013 Hello 2014 Harbinger change better India billion Awake aspirational God bountiful responsible,Bye Bye 2013 Hello 2014 Harbinger change better India billion Awake aspirational God bountiful responsible,bye bye hello harbinger change better india billion awake aspirational god bountiful responsible
2013-12-31 18:19:49+00:00,thekiranbedi,@raghav1943 @mmdvv have u read the bill? What do u know of it?,raghav1943 mmdvv u read bill u know,raghav1943 mmdvv u read bill u know,raghav mmdvv read know
2013-12-31 16:43:09+00:00,thekiranbedi,"(Dec 18th,19th when Rajya/Lok Sabha debated+passed Lokpal bill. Impossible was made Possible) @mmdvv: your most memorable moment of 2013?",Dec 18th 19th Rajya Lok Sabha debated passed Lokpal bill Impossible made Possible mmdvv memorable moment 2013,Dec 18th 19th Rajya Lok Sabha debated passed Lokpal bill Impossible made Possible mmdvv memorable moment 2013,dec rajya lok sabha debate pass lokpal impossible possible mmdvv memorable moment
2013-12-31 16:19:59+00:00,thekiranbedi,"It's been an amazing year with so many friends on twitter.Phew!Lots shared!Exchanged,learnt,done,mobilised,adjudged,cajoled!Thank You ALL!",amazing year many friends twitter Phew Lots shared Exchanged learnt done mobilised adjudged cajoled Thank,amazing year many friends twitter Phew Lots shared Exchanged learnt done mobilised adjudged cajoled Thank,amaze year friends twitter phew lot share exchange learn mobilise adjudge cajole tha
2013-12-31 16:06:56+00:00,thekiranbedi,Opposition proactively protesting against corruption.If this is done by political parties sincerely non political people will focus elsewher,Opposition proactively protesting corruption done political parties sincerely non political people focus elsewher,Opposition proactively protesting corruption done political parties sincerely non political people focus elsewher,opposition proactively protest corruption political party sincerely non political people focus elsewher
2013-12-31 15:54:53+00:00,thekiranbedi,Dr Manmohan Singh had enough opportunities to rescue the Government.I recall the number of times Anna gave him opportunities to correct!,Dr Manmohan Singh enough opportunities rescue Government recall number times Anna gave opportunities correct,Dr Manmohan Singh enough opportunities rescue Government recall number times Anna gave opportunities correct,manmohan singh opportunities rescue government recall number time anna give opportunities correct
2013-12-31 15:46:31+00:00,thekiranbedi,Am deeply touched.Grateful)@aalav2010:,deeply touched Grateful aalav2010,deeply touched Grateful aalav2010,deeply touch grateful aalav
2013-12-31 15:43:58+00:00,thekiranbedi,Need u back in current times as an independent voice! Unbiased and nation first @amitabhmattoo ( hope u are back well before Gen elections),Need u back current times independent voice Unbiased nation first amitabhmattoo hope u back well Gen elections,Need u back current times independent voice Unbiased nation first amitabhmattoo hope u back well Gen elections,need current time independent voice unbiased nation amitabhmattoo hope gen elections
2013-12-31 15:34:08+00:00,thekiranbedi,Happy New Year Dr Mattoo. Waiting to see u in TV debates in the coming year! @amitabhmattoo: A Very Happy New Year to all my friends........,Happy New Year Dr Mattoo Waiting see u TV debates coming year amitabhmattoo Happy New Year friends,Happy New Year Dr Mattoo Waiting see u TV debates coming year amitabhmattoo Happy New Year friends,happy new year mattoo wait debate come year amitabhmattoo happy new year friends
2013-12-31 15:31:45+00:00,thekiranbedi,Once Lokpal is in place no such delay will happen)@firstpostin: CBI awaits AG’s opinion on charge sheet against Maran http://t.co/maUR947il5,Lokpal place delay happen firstpostin CBI awaits AG opinion charge sheet Maran http co maUR947il5,Lokpal place delay happen firstpostin CBI awaits AG opinion charge sheet Maran co maUR947il5,lokpal place delay happen firstpostin cbi await opinion charge sheet maran mauril
2013-12-31 13:01:12+00:00,thekiranbedi,"Year of Overhauling in many spheres impacting d Future) @mmdvv: How would u review year 2013 in terms of law/order,politics &amp; system/society",Year Overhauling many spheres impacting Future mmdvv would u review year 2013 terms law order politics system society,Year Overhauling many spheres impacting Future mmdvv would u review year 2013 terms law order politics system society,year overhaul spheres impact future mmdvv review year term law order politics society
2013-12-31 12:20:07+00:00,thekiranbedi,Need for good schooling+community policing in neglected areas to check crimes against women.Happy New Year! http://t.co/ahTWbRay7i,Need good schooling community policing neglected areas check crimes women Happy New Year http co ahTWbRay7i,Need good schooling community policing neglected areas check crimes women Happy New Year co ahTWbRay7i,need good school community police neglect areas check crimes women happy new year ahtwbray
2013-12-31 12:15:29+00:00,thekiranbedi,"From enclosed Data lots of Homework for Parents, Teachers,RWAs,Work places+ ! Wish u all a Safe Year ahead! http://t.co/IM5bo1cZqR",enclosed Data lots Homework Parents Teachers RWAs Work places Wish u Safe Year ahead http co IM5bo1cZqR,enclosed Data lots Homework Parents Teachers RWAs Work places Wish u Safe Year ahead co IM5bo1cZqR,enclose data lot homework parent teachers rwas work place wish safe year ahead imboczqr
2013-12-31 04:03:26+00:00,thekiranbedi,"What a dramatic change 'We the People""of India have brought about!!One of aspiration and evaluation from grievances and fear!",dramatic change People India brought One aspiration evaluation grievances fear,dramatic change People India brought One aspiration evaluation grievances fear,dramatic change people india bring aspiration evaluation grievances fear
2013-12-31 03:13:46+00:00,thekiranbedi,Its my belief that Its destiny when u inherit all wrong.Hence whatever you do will be new.Wisdom is: Ensure all that you do is right to last,belief destiny u inherit wrong Hence whatever new Wisdom Ensure right last,belief destiny u inherit wrong Hence whatever new Wisdom Ensure right last,belief destiny inherit wrong new wisdom ensure right
2013-12-31 02:51:01+00:00,thekiranbedi,"(Sharing a new year eve gift,for New Year Ahead) “@srisri: Four Powerful Ways to #Happiness  http://t.co/NflAjNCeyM Happy New Year",Sharing new year eve gift New Year Ahead srisri Four Powerful Ways Happiness http co NflAjNCeyM Happy New Year,Sharing new year eve gift New Year Ahead srisri Four Powerful Ways Happiness co NflAjNCeyM Happy New Year,share new year eve gift new year ahead srisri powerful ways happiness nflajnceym happy new year
2013-12-30 18:20:38+00:00,thekiranbedi,True)@Harshad_Tidke: Its for d first tym dat Manifesto of a party being given so imp by   ppl n media . Whats ur take on it ??”,True Harshad_Tidke first time dad Manifesto party given imp ppl n media Whats ur take,True Harshad_Tidke first time dad Manifesto party given imp ppl n media Whats ur take,true harshad tidke time dad manifesto party give imp ppl media whats
2013-12-30 18:20:04+00:00,thekiranbedi,(Good question to ask and address)@ankitindia1: What is more important: Water for all or free water supply??”,Good question ask address ankitindia1 important Water free water supply,Good question ask address ankitindia1 important Water free water supply,good question ask address ankitindia important water free water supply
2013-12-30 18:16:47+00:00,thekiranbedi,(Anything free loses its value.Why not pay as per capacity) @ankitindia1:Don't you think?Resources like water should never be given free....,Anything free loses value pay per capacity ankitindia1 think Resources like water never given free,Anything free loses value pay per capacity ankitindia1 think Resources like water never given free,free lose value pay capacity ankitindia think resources like water give free
